Source,Target,Weight_s1,Weight_s2,Weight_s3,Total_Weight
MYRCELLA,TOMMEN,0.0,5.0,0.0,5.0
MYRCELLA,TRYSTANE,0.0,2.0,0.0,2.0
MYRCELLA,TYRION,3.0,13.0,0.0,16.0
NED,PYCELLE,68.0,0.0,0.0,68.0
NED,PYP,3.0,0.0,0.0,3.0
NED,RENLY,30.0,0.0,0.0,30.0
NED,RICKARD_KARSTARK,0.0,0.0,2.0,2.0
NED,RICKARD_STARK,4.0,0.0,0.0,4.0
NED,ROBB,23.0,12.0,3.0,38.0
NED,ROBERT,192.0,4.0,3.0,199.0
NED,RODRIK,10.0,2.0,0.0,12.0
NED,ROOSE_BOLTON,2.0,0.0,0.0,2.0
NED,ROS,2.0,0.0,0.0,2.0
NED,SANSA,49.0,2.0,6.0,57.0
NED,SEPTA_MORDANE,9.0,0.0,0.0,9.0
NED,STANNIS,10.0,4.0,0.0,14.0
NED,STEFFON,2.0,0.0,0.0,2.0
NED,SYRIO_FOREL,6.0,0.0,0.0,6.0
NED,THEON,13.0,5.0,0.0,18.0
NED,THOROS,0.0,0.0,2.0,2.0
NED,TOBHO_MOTT,10.0,0.0,0.0,10.0
NED,TOMARD,6.0,0.0,0.0,6.0
NED,TYRION,11.0,10.0,2.0,23.0
NED,TYWIN,11.0,2.0,0.0,13.0
NED,VARLY,2.0,0.0,0.0,2.0
NED,VARYS,96.0,3.0,3.0,102.0
NED,WILL,3.0,0.0,0.0,3.0
NED,YARA,0.0,3.0,0.0,3.0
NED,YOREN,15.0,0.0,0.0,15.0
OLD_NAN,ROBB,4.0,0.0,0.0,4.0
OLD_NAN,THEON,2.0,0.0,0.0,2.0
OLENNA,PODRICK,0.0,0.0,3.0,3.0
OLENNA,PYCELLE,0.0,0.0,2.0,2.0
OLENNA,RENLY,0.0,0.0,2.0,2.0
OLENNA,ROBERT,0.0,0.0,3.0,3.0
OLENNA,SANSA,0.0,0.0,30.0,30.0
OLENNA,TYRION,0.0,0.0,31.0,31.0
OLENNA,TYWIN,0.0,0.0,35.0,35.0
OLENNA,VARYS,0.0,0.0,38.0,38.0
ORELL,OSHA,0.0,0.0,3.0,3.0
ORELL,RICKON,0.0,0.0,3.0,3.0
ORELL,TORMUND,0.0,0.0,30.0,30.0
ORELL,YGRITTE,0.0,0.0,32.0,32.0
OSHA,RICKON,3.0,15.0,16.0,34.0
OSHA,ROBB,8.0,2.0,0.0,10.0
OSHA,THEON,25.0,36.0,0.0,61.0
OSHA,TORMUND,0.0,0.0,2.0,2.0
OSHA,YGRITTE,0.0,0.0,2.0,2.0
OTHELL_YARWYCK,PYP,2.0,0.0,0.0,2.0
OTHELL_YARWYCK,SAM,6.0,0.0,0.0,6.0
OTHOR,PYP,2.0,0.0,0.0,2.0
OTHOR,SAM,2.0,0.0,0.0,2.0
PODRICK,PYCELLE,0.0,3.0,0.0,3.0
PODRICK,SANSA,0.0,0.0,2.0,2.0
PODRICK,SHAE,0.0,3.0,3.0,6.0
PODRICK,TYRION,0.0,37.0,36.0,73.0
PODRICK,VARYS,0.0,10.0,0.0,10.0
POLLIVER,TYWIN,0.0,2.0,0.0,2.0
PROTESTER,TYRION,0.0,2.0,0.0,2.0
PYATT_PREE,SPICE_KING,0.0,3.0,0.0,3.0
PYATT_PREE,XARO,0.0,9.0,0.0,9.0
PYCELLE,RENLY,8.0,0.0,0.0,8.0
PYCELLE,ROBERT,11.0,3.0,0.0,14.0
PYCELLE,ROS,9.0,0.0,0.0,9.0
PYCELLE,SANSA,13.0,0.0,2.0,15.0
PYCELLE,TIMETT,0.0,5.0,0.0,5.0
PYCELLE,TYRION,0.0,49.0,9.0,58.0
PYCELLE,TYWIN,2.0,3.0,7.0,12.0
PYCELLE,VARYS,15.0,8.0,4.0,27.0
PYCELLE,YOREN,2.0,0.0,0.0,2.0
PYP,RAST,10.0,0.0,0.0,10.0
PYP,SAM,30.0,0.0,5.0,35.0
PYP,TYRION,6.0,0.0,0.0,6.0
QHORIN,LORD_OF_BONES,0.0,10.0,0.0,10.0
QHORIN,SAM,0.0,5.0,0.0,5.0
QHORIN,YGRITTE,0.0,28.0,0.0,28.0
QHORIN_HALFHAND,YGRITTE,0.0,0.0,2.0,2.0
QOTHO,RAKHARO,3.0,0.0,0.0,3.0
QUAITHE,XARO,0.0,2.0,0.0,2.0
QUENT,ROBB,0.0,3.0,0.0,3.0
QYBURN,ROBB,0.0,0.0,3.0,3.0
QYBURN,ROOSE_BOLTON,0.0,0.0,4.0,4.0
QYBURN,SELWYN,0.0,0.0,2.0,2.0
QYBURN,TALISA,0.0,0.0,4.0,4.0
QYBURN,TYWIN,0.0,0.0,2.0,2.0
RAKHARO,VISERYS,3.0,0.0,0.0,3.0
RAKHARO,WINE_MERCHANT,3.0,0.0,0.0,3.0
RAMSAY,ROBB,0.0,0.0,3.0,3.0
RAMSAY,ROOSE_BOLTON,0.0,2.0,5.0,7.0
RAMSAY,THEON,0.0,0.0,114.0,114.0
RAMSAY,VIOLET,0.0,0.0,2.0,2.0
RAMSAY,YARA,0.0,0.0,4.0,4.0
RANDYLL,SAM,2.0,2.0,5.0,9.0
RAST,SAM,6.0,0.0,13.0,19.0
RAST,TYRION,3.0,0.0,0.0,3.0
REGINALD,TYWIN,0.0,8.0,0.0,8.0
RENLY,ROBB,3.0,8.0,0.0,11.0
RENLY,ROBERT,30.0,3.0,2.0,35.0
RENLY,SANSA,5.0,0.0,2.0,7.0
RENLY,STANNIS,11.0,40.0,3.0,54.0
RENLY,TOMARD,2.0,0.0,0.0,2.0
RENLY,TYWIN,0.0,0.0,2.0,2.0
RENLY,VARYS,9.0,0.0,0.0,9.0
RENNICK,ROBB,0.0,2.0,0.0,2.0
RHAEGAR,ROBERT,2.0,0.0,0.0,2.0
RHAEGO,VISERYS,2.0,0.0,0.0,2.0
RHAENYS,VISENYA,0.0,2.0,0.0,2.0
RICKARD_KARSTARK,ROBB,2.0,12.0,38.0,52.0
RICKARD_KARSTARK,ROOSE_BOLTON,0.0,2.0,4.0,6.0
RICKARD_KARSTARK,ROSLIN,0.0,0.0,2.0,2.0
RICKARD_KARSTARK,TALISA,0.0,2.0,3.0,5.0
RICKARD_KARSTARK,THEON,2.0,0.0,2.0,4.0
RICKARD_KARSTARK,TORRHEN,0.0,4.0,0.0,4.0
RICKARD_KARSTARK,WALDER,0.0,0.0,2.0,2.0
RICKARD_KARSTARK,WILLEM_LANNISTER,0.0,0.0,3.0,3.0
RICKON,ROBB,3.0,0.0,2.0,5.0
RICKON,RODRIK,0.0,2.0,0.0,2.0
RICKON,THEON,0.0,6.0,2.0,8.0
RICKON,TORMUND,0.0,0.0,2.0,2.0
RICKON,YGRITTE,0.0,0.0,2.0,2.0
ROBB,ROBERT,5.0,0.0,0.0,5.0
ROBB,RODRIK,11.0,5.0,0.0,16.0
ROBB,ROOSE_BOLTON,0.0,34.0,17.0,51.0
ROBB,ROSLIN,0.0,0.0,6.0,6.0
ROBB,SANSA,9.0,5.0,5.0,19.0
ROBB,SEPTON,0.0,3.0,0.0,3.0
ROBB,STANNIS,2.0,6.0,3.0,11.0
ROBB,TALISA,0.0,108.0,89.0,197.0
ROBB,THEON,60.0,21.0,6.0,87.0
ROBB,TYRION,16.0,0.0,3.0,19.0
ROBB,TYWIN,5.0,8.0,9.0,22.0
ROBB,VARYS,2.0,0.0,2.0,4.0
ROBB,WALDER,5.0,0.0,28.0,33.0
ROBB,YARA,0.0,4.0,0.0,4.0
ROBERT,ROS,2.0,0.0,0.0,2.0
ROBERT,SANSA,17.0,0.0,0.0,17.0
ROBERT,STANNIS,5.0,5.0,4.0,14.0
ROBERT,THEON,0.0,2.0,0.0,2.0
ROBERT,THOROS,0.0,0.0,3.0,3.0
ROBERT,TOMMEN,2.0,2.0,0.0,4.0
ROBERT,TYRION,7.0,3.0,0.0,10.0
ROBERT,TYWIN,8.0,0.0,2.0,10.0
ROBERT,VARYS,11.0,0.0,0.0,11.0
ROBERT,VISERYS,7.0,0.0,0.0,7.0
ROBIN,TYRION,9.0,3.0,0.0,12.0
ROBIN,VARDIS_EGEN,3.0,0.0,0.0,3.0
RODRIK,THEON,8.0,23.0,0.0,31.0
RODRIK,TYRION,9.0,0.0,0.0,9.0
RODRIK,TYWIN,2.0,0.0,0.0,2.0
ROOSE_BOLTON,STEELSHANKS_WALTON,0.0,0.0,3.0,3.0
ROOSE_BOLTON,TALISA,0.0,6.0,7.0,13.0
ROOSE_BOLTON,THEON,0.0,0.0,3.0,3.0
ROOSE_BOLTON,TYWIN,0.0,0.0,9.0,9.0
ROOSE_BOLTON,WALDER,0.0,0.0,23.0,23.0
RORGE,YOREN,0.0,3.0,0.0,3.0
ROS,SHAE,0.0,0.0,12.0,12.0
ROS,THEON,40.0,0.0,0.0,40.0
ROS,TYRION,17.0,0.0,3.0,20.0
ROS,VARYS,0.0,22.0,25.0,47.0
ROSLIN,TALISA,0.0,0.0,4.0,4.0
ROSLIN,WALDER,0.0,0.0,8.0,8.0
ROYCE,WILL,4.0,0.0,0.0,4.0
RYGER_RIVERS,WALDER,4.0,0.0,0.0,4.0
RYLENE,STANNIS,0.0,0.0,2.0,2.0
SALLADHOR,STANNIS,0.0,0.0,2.0,2.0
SANSA,SEPTA_MORDANE,64.0,0.0,0.0,64.0
SANSA,SHAE,0.0,60.0,45.0,105.0
SANSA,STANNIS,2.0,0.0,0.0,2.0
SANSA,TOMMEN,0.0,9.0,0.0,9.0
SANSA,TYRION,0.0,25.0,85.0,110.0
SANSA,TYWIN,0.0,3.0,11.0,14.0
SANSA,VARYS,8.0,0.0,7.0,15.0
SANSA,YOREN,4.0,0.0,0.0,4.0
SELYSE,SHIREEN,0.0,0.0,2.0,2.0
SELYSE,STANNIS,0.0,0.0,21.0,21.0
SEPTON,TALISA,0.0,2.0,0.0,2.0
SHAE,TOMMEN,0.0,3.0,0.0,3.0
SHAE,TYRION,73.0,95.0,75.0,243.0
SHAE,TYWIN,4.0,2.0,2.0,8.0
SHAE,VARYS,0.0,11.0,22.0,33.0
SHAGGA,TYRION,22.0,0.0,0.0,22.0
SHAGGA,TYWIN,6.0,0.0,0.0,6.0
SHIREEN,STANNIS,0.0,0.0,16.0,16.0
SILK_KING,SPICE_KING,0.0,2.0,0.0,2.0
SORCERER,TYRION,0.0,0.0,3.0,3.0
SORCERER,VARYS,0.0,0.0,4.0,4.0
SPICE_KING,XARO,0.0,20.0,0.0,20.0
STANNIS,TOMARD,2.0,0.0,0.0,2.0
STANNIS,TYRION,0.0,20.0,0.0,20.0
STANNIS,TYWIN,0.0,3.0,3.0,6.0
STANNIS,VARYS,0.0,4.0,0.0,4.0
STEELSHANKS_WALTON,TYWIN,0.0,0.0,2.0,2.0
STEVRON_FREY,WALDER,4.0,0.0,0.0,4.0
TALISA,TORRHEN,0.0,2.0,0.0,2.0
TALISA,WALDER,0.0,0.0,10.0,10.0
TARYN_MANT,TYRION,0.0,0.0,4.0,4.0
THEON,TORRHEN,0.0,2.0,0.0,2.0
THEON,TORTURER,0.0,0.0,19.0,19.0
THEON,TYRION,19.0,2.0,0.0,21.0
THEON,VARYS,0.0,3.0,0.0,3.0
THEON,VIOLET,0.0,0.0,12.0,12.0
THEON,WALDER,3.0,0.0,0.0,3.0
THEON,WILL,2.0,0.0,0.0,2.0
THEON,WINTERFELL_SHEPHERD,0.0,7.0,0.0,7.0
THEON,YARA,0.0,87.0,7.0,94.0
TIMETT,TYRION,0.0,3.0,0.0,3.0
TOMMEN,TYRION,0.0,3.0,0.0,3.0
TORMUND,YGRITTE,0.0,0.0,29.0,29.0
TRYSTANE,TYRION,0.0,2.0,0.0,2.0
TYRION,TYSHA,2.0,0.0,0.0,2.0
TYRION,TYWIN,61.0,11.0,115.0,187.0
TYRION,VARYS,2.0,103.0,24.0,129.0
TYRION,WALDER,0.0,0.0,2.0,2.0
TYRION,YOREN,22.0,0.0,0.0,22.0
TYWIN,VARYS,0.0,5.0,10.0,15.0
TYWIN,WALDER,0.0,0.0,2.0,2.0
VARDIS_EGEN,TYRION,9.0,0.0,0.0,9.0
VARYS,YOREN,3.0,0.0,0.0,3.0
WAYMAR_ROYCE,WILL,4.0,0.0,0.0,4.0
